10.1002/9781119151647.ch9,natural history museum london,2018-08-23
10.1002/ajb2.1133,10.5519/,2018-08-14
10.1002/ajpa.23721,natural history museum london,2018-10-27
10.1002/ar.23898,BMNH,2018-10-18
10.1002/ar.23944,NHMUK,2018-10-09
10.1002/ar.23985,natural history museum london,2018-10-23
10.1002/ar.23988,NHMUK,2018-10-23
10.1002/ar.23990,natural history museum london,2018-10-23
10.1002/ece3.4687,natural history museum london,2018-11-20
10.1002/ecs2.2406,natural history museum london,2018-09-15
10.1002/evl3.85,natural history museum london,2018-10-20
10.1002/jmor.20902,NHMUK,2018-12-04
10.1002/jmor.20902,natural history museum london,2018-12-04
10.1002/jmor.20906,BMNH,2018-11-08
10.1002/jmor.20906,NHMUK,2018-11-08
10.1002/jmor.20906,natural history museum london,2018-11-08
10.1002/jmor.20947,BMNH,2019-01-26
10.1002/mmnd.19880350426,BMNH,2018-09-25
10.1002/oa.2718,natural history museum london,2018-09-22
10.1002/spp2.1114,NHMUK,2018-05-03
10.1002/spp2.1117,NHMUK,2018-05-19
10.1002/spp2.1221,NHMUK,2018-06-26
10.1002/spp2.1221,BMNH,2018-06-26
10.1002/spp2.1238,natural history museum london,2018-11-17
10.1002/spp2.1246,NHMUK,2019-01-26
10.1002/spp2.1247,natural history museum london,2018-12-29
10.1002/spp2.1247,NHMUK,2018-12-29
10.1007/978-981-13-0390-6_1,NHMUK,2018-09-25
10.1007/978-981-13-0390-6_1,natural history museum london,2018-09-25
10.1007/978-981-13-0390-6_1,NHMUK,2018-09-20
10.1007/978-981-13-0390-6_1,natural history museum london,2018-09-20
10.1007/s00015-018-0304-9,10.5519/,2018-04-24
10.1007/s00114-018-1574-9,BMNH,2018-07-24
10.1007/s00114-018-1600-y,natural history museum london,2019-02-01
10.1007/s00114-018-1600-y,NHMUK,2019-02-01
10.1007/s00300-018-2396-0,BMNH,2018-09-19
10.1007/s00300-018-2396-0,natural history museum london,2018-09-19
10.1007/s00300-018-2435-x,natural history museum london,2018-12-01
10.1007/s00343-019-8022-3,natural history museum london,2018-11-24
10.1007/s00343-019-8022-3,BMNH,2018-11-24
10.1007/s00435-018-0410-2,NHMUK,2018-06-02
10.1007/s00435-018-0420-0,natural history museum london,2018-10-16
10.1007/s00435-018-0420-0,BMNH,2018-10-16
10.1007/s00436-018-6047-8,NHMUK,2018-09-08
10.1007/s00436-018-6047-8,natural history museum london,2018-09-08
10.1007/s00436-018-6067-4,NHMUK,2018-09-08
10.1007/s00436-018-6085-2,natural history museum london,2018-09-29
10.1007/s00436-018-6111-4,natural history museum london,2018-10-27
10.1007/s00436-019-06227-8,natural history museum london,2019-02-12
10.1007/s00606-018-1550-z,natural history museum london,2018-11-10
10.1007/s10021-018-0331-4,natural history museum london,2019-01-08
10.1007/s10228-018-00675-5,BMNH,2018-12-15
10.1007/s10228-018-00677-3,BMNH,2019-01-05
10.1007/s10228-018-0639-2,BMNH,2018-05-29
10.1007/s10228-018-0646-3,BMNH,2018-07-10
10.1007/s10228-018-0664-1,BMNH,2018-10-30
10.1007/s10228-018-0665-0,BMNH,2018-10-23
10.1007/s10228-018-0667-y,BMNH,2018-10-20
10.1007/s10228-018-0667-y,natural history museum london,2018-10-20
10.1007/s10228-018-0669-9,BMNH,2018-11-13
10.1007/s10228-018-0670-3,BMNH,2018-11-06
10.1007/s10228-018-0674-z,BMNH,2018-12-04
10.1007/s10329-018-0699-y,natural history museum london,2018-11-27
10.1007/s10336-018-1590-8,NHMUK,2018-08-16
10.1007/s10336-018-1590-8,natural history museum london,2018-08-16
10.1007/s10340-018-01068-3,natural history museum london,2018-12-15
10.1007/s10514-018-9803-9,natural history museum london,2018-09-25
10.1007/s10526-018-09921-1,natural history museum london,2019-01-08
10.1007/s10531-018-1653-4,BMNH,2018-10-27
10.1007/s10750-018-3742-5,BMNH,2018-09-11
10.1007/s10750-018-3742-5,natural history museum london,2018-09-11
10.1007/s10811-018-1621-0,natural history museum london,2018-09-19
10.1007/s10914-018-9444-y,natural history museum london,2018-07-19
10.1007/s10914-018-9444-y,BMNH,2018-07-19
10.1007/s10914-018-9451-z,NHMUK,2018-10-02
10.1007/s10914-018-9452-y,BMNH,2018-11-01
10.1007/s10914-018-9452-y,natural history museum london,2018-11-01
10.1007/s10914-018-9454-9,natural history museum london,2018-11-17
10.1007/s11051-018-4428-7,natural history museum london,2018-12-18
10.1007/s11230-018-9796-y,BMNH,2018-05-19
10.1007/s11230-018-9796-y,NHMUK,2018-05-19
10.1007/s11230-018-9803-3,NHMUK,2018-06-05
10.1007/s11230-018-9808-y,NHMUK,2018-07-10
10.1007/s11230-018-9812-2,BMNH,2018-08-25
10.1007/s11230-018-9812-2,natural history museum london,2018-08-25
10.1007/s11230-018-9820-2,BMNH,2018-10-06
10.1007/s11230-018-9821-1,BMNH,2018-10-20
10.1007/s11230-018-9821-1,NHMUK,2018-10-20
10.1007/s11230-018-9821-1,BM(NH),2018-10-20
10.1007/s11230-018-9821-1,natural history museum london,2018-10-20
10.1007/s11230-018-9825-x,natural history museum london,2018-10-27
10.1007/s11230-018-9828-7,NHMUK,2018-11-27
10.1007/s11230-018-9833-x,BMNH,2018-12-11
10.1007/s11692-018-9468-5,natural history museum london,2019-01-05
10.1007/s11692-019-09469-7,BMNH,2019-02-05
10.1007/s12225-018-9750-9,natural history museum london,2018-06-14
10.1007/s12225-018-9774-1,natural history museum london,2018-10-20
10.1007/s12225-018-9775-0,natural history museum london,2018-10-06
10.1007/s12304-018-9337-8,natural history museum london,2018-12-04
10.1007/s12526-018-0922-5,natural history museum london,2018-10-06
10.1007/s12526-018-0922-5,NHMUK,2018-10-06
10.1007/s12526-018-0925-2,NHMUK,2018-11-10
10.1007/s12542-018-0404-x,BMNH,2018-05-08
10.1007/s12542-018-0410-z,BMNH,2018-06-16
10.1007/s12542-018-0417-5,BMNH,2018-06-16
10.1007/s12542-018-0425-5,natural history museum london,2018-09-08
10.1007/s12542-018-0431-7,NHMUK,2018-09-25
10.1007/s12542-018-0431-7,natural history museum london,2018-09-25
10.1007/s12549-018-0358-8,natural history museum london,2018-12-11
10.1007/s12549-018-0358-8,NHMUK,2018-12-11
10.1007/s12595-018-0280-0,natural history museum london,2018-12-25
10.1007/s12595-018-0280-0,natural history museum london,2018-12-13
10.1007/s12600-018-0677-3,natural history museum london,2018-06-26
10.1007/s12600-018-0693-3,natural history museum london,2018-09-15
10.1007/s12601-018-0048-5,natural history museum london,2018-09-11
10.1007/s13127-018-0367-5,BMNH,2018-05-26
10.1007/s13358-018-0155-z,NHMUK,2018-07-01
10.1007/s13358-018-0181-x,natural history museum london,2019-01-19
10.1007/s13358-018-0181-x,BMNH,2019-01-19
10.1007/s13744-018-0602-y,BMNH,2018-04-28
10.1007/s13744-018-0629-0,BMNH,2018-09-25
10.1007/s13744-018-0641-4,natural history museum london,2018-11-13
10.1007/s13744-018-0641-4,NHML,2018-11-13
10.1007/s13744-018-0654-z,natural history museum london,2018-12-08
10.1007/s13744-018-0660-1,natural history museum london,2018-12-22
10.1007/s13744-018-0660-1,NHMUK,2018-12-22
10.1007/s40009-018-0692-4,natural history museum london,2018-09-29
10.1007/s41348-018-0187-z,10.5519/,2018-09-20
10.1007/s41348-018-0194-0,10.5519/,2018-10-16
10.1007/s41513-018-0083-1,natural history museum london,2018-10-06
10.1016/j.anbehav.2018.08.005,NHMUK,2018-09-22
10.1016/j.anbehav.2018.08.005,natural history museum london,2018-09-22
10.1016/j.annpal.2018.04.001,NHMUK,2018-05-29
10.1016/j.annpal.2018.04.002,NHML,2018-06-05
10.1016/j.annpal.2018.04.002,NHMUK,2018-06-05
10.1016/j.annpal.2018.10.001,NHMUK,2018-12-01
10.1016/j.aquaculture.2018.06.024,NHMUK,2018-06-16
10.1016/j.aspen.2018.07.020,NHMUK,2018-07-26
10.1016/j.aspen.2018.07.020,natural history museum london,2018-07-26
10.1016/j.aspen.2018.11.007,natural history museum london,2018-11-13
10.1016/j.aspen.2018.12.010,BMNH,2018-12-18
10.1016/j.aspen.2018.12.010,natural history museum london,2018-12-18
10.1016/j.aspen.2018.12.019,natural history museum london,2018-12-25
10.1016/j.aspen.2019.01.002,natural history museum london,2019-01-12
10.1016/j.aspen.2019.01.003,natural history museum london,2019-01-12
10.1016/j.aspen.2019.01.004,BMNH,2019-01-15
10.1016/j.bbapap.2018.04.007,BMNH,2018-04-17
10.1016/j.biocontrol.2018.09.010,natural history museum london,2018-09-22
10.1016/j.biocontrol.2018.09.010,BMNH,2018-09-22
10.1016/j.chemgeo.2018.09.033,natural history museum london,2018-10-02
10.1016/j.clay.2018.08.002,natural history museum london,2018-10-02
10.1016/j.coal.2018.11.015,natural history museum london,2018-11-24
10.1016/j.cretres.2018.05.003,NHMUK,2018-05-19
10.1016/j.cretres.2018.05.019,NHMUK,2018-06-05
10.1016/j.cretres.2018.06.013,NHMUK,2018-07-26
10.1016/j.cretres.2018.06.013,natural history museum london,2018-07-26
10.1016/j.cretres.2018.08.006,NHMUK,2018-08-25
10.1016/j.cretres.2018.08.006,natural history museum london,2018-08-25
10.1016/j.cretres.2018.08.015,natural history museum london,2018-09-11
10.1016/j.cretres.2018.08.015,natural history museum london,2018-11-29
10.1016/j.cretres.2018.09.012,NHMUK,2018-09-25
10.1016/j.cretres.2018.09.013,natural history museum london,2018-09-29
10.1016/j.cretres.2018.09.016,NHMUK,2018-10-27
10.1016/j.cretres.2018.09.016,natural history museum london,2018-10-27
10.1016/j.cretres.2018.10.002,NHMUK,2018-10-09
10.1016/j.cretres.2018.10.002,natural history museum london,2018-10-09
10.1016/j.cretres.2018.10.004,natural history museum london,2018-10-09
10.1016/j.cretres.2018.10.018,BMNH,2018-10-30
10.1016/j.cretres.2018.10.018,NHMUK,2018-10-30
10.1016/j.cretres.2018.10.026,BMNH,2018-06-16
10.1016/j.cretres.2018.10.026,natural history museum london,2018-06-16
10.1016/j.cretres.2018.11.012,NHMUK,2018-11-24
10.1016/j.cretres.2018.11.019,NHMUK,2018-11-27
10.1016/j.cretres.2018.11.019,natural history museum london,2018-11-27
10.1016/j.cretres.2018.11.027,BMNH,2018-12-08
10.1016/j.cretres.2018.12.001,natural history museum london,2018-12-08
10.1016/j.cretres.2019.01.023,natural history museum london,2019-02-09
10.1016/j.cretres.2019.02.003,10.5519/,2019-02-12
10.1016/j.cretres.2019.02.003,natural history museum london,2019-02-12
10.1016/j.crpv.2018.06.003,natural history museum london,2018-09-04
10.1016/j.crpv.2018.10.003,natural history museum london,2019-01-22
10.1016/j.cub.2018.09.013,natural history museum london,2018-10-23
10.1016/j.cub.2018.10.047,natural history museum london,2018-12-04
10.1016/j.cub.2018.12.008,natural history museum london,2019-01-15
10.1016/j.cub.2018.12.023,natural history museum london,2019-01-22
10.1016/j.cub.2018.12.023,BMNH,2019-01-22
10.1016/j.dib.2018.07.015,natural history museum london,2018-07-14
10.1016/j.dib.2018.07.015,BMNH,2018-07-14
10.1016/j.dsr.2018.07.003,natural history museum london,2018-07-07
10.1016/j.ejop.2018.09.009,NHMUK,2018-10-09
10.1016/j.ejop.2018.09.009,natural history museum london,2018-10-09
10.1016/j.ejop.2018.10.001,natural history museum london,2018-10-20
10.1016/j.ejop.2019.01.001,NHMUK,2019-01-12
10.1016/j.ejop.2019.01.001,natural history museum london,2019-01-12
10.1016/j.epsl.2019.01.027,natural history museum london,2019-02-05
10.1016/j.gca.2018.11.002,natural history museum london,2018-12-04
10.1016/j.gca.2019.01.018,natural history museum london,2019-01-29
10.1016/j.gecco.2018.e00433,natural history museum london,2018-08-28
10.1016/j.geobios.2018.05.001,natural history museum london,2018-10-30
10.1016/j.geobios.2018.05.001,NHMUK,2018-10-30
10.1016/j.geobios.2018.08.003,natural history museum london,2018-08-14
10.1016/j.geobios.2018.08.003,NHML,2018-08-14
10.1016/j.gr.2018.09.002,BMNH,2018-10-06
10.1016/j.icarus.2018.10.018,natural history museum london,2018-10-30
10.1016/j.ijpara.2018.08.002,natural history museum london,2018-10-30
10.1016/j.jafrearsci.2018.05.008,NHMUK,2018-06-05
10.1016/j.jafrearsci.2018.12.012,natural history museum london,2018-12-22
10.1016/j.jafrearsci.2018.12.020,natural history museum london,2019-01-08
10.1016/j.japb.2018.09.001,natural history museum london,2018-09-13
10.1016/j.japb.2019.01.014,BMNH,2019-02-09
10.1016/j.jas.2018.08.017,natural history museum london,2018-09-25
10.1016/j.jcz.2018.04.001,BMNH,2018-04-14
10.1016/j.jcz.2018.04.004,BMNH,2018-04-17
10.1016/j.jcz.2018.09.004,natural history museum london,2018-10-16
10.1016/j.jcz.2018.09.004,BMNH,2018-10-16
10.1016/j.jcz.2018.10.001,natural history museum london,2018-10-16
10.1016/j.jcz.2018.10.001,BMNH,2018-10-16
10.1016/j.jcz.2018.10.006,BMNH,2018-10-23
10.1016/j.jcz.2018.10.006,natural history museum london,2018-10-23
10.1016/j.jcz.2018.11.001,BMNH,2018-11-27
10.1016/j.jcz.2018.11.003,natural history museum london,2018-12-08
10.1016/j.jhevol.2018.02.012,BMNH,2018-05-22
10.1016/j.jhevol.2018.03.009,BMNH,2018-05-05
10.1016/j.jhevol.2018.04.012,NHMUK,2018-07-01
10.1016/j.jhevol.2018.04.012,BMNH,2018-07-01
10.1016/j.jhevol.2018.06.006,natural history museum london,2018-07-31
10.1016/j.jhevol.2018.10.013,natural history museum london,2019-02-12
10.1016/j.jplph.2018.11.018,natural history museum london,2018-11-27
10.1016/j.jsames.2018.05.017,NHMUK,2018-06-05
10.1016/j.jsames.2018.08.010,BM(NH),2018-08-21
10.1016/j.jsames.2018.08.010,NHMUK,2018-08-21
10.1016/j.jsames.2018.08.010,BMNH,2018-08-21
10.1016/j.mambio.2018.08.004,natural history museum london,2018-08-16
10.1016/j.mambio.2018.08.004,BM(NH),2018-08-16
10.1016/j.palaeo.2018.05.036,NHMUK,2018-06-02
10.1016/j.palaeo.2018.06.018,BMNH,2018-07-01
10.1016/j.palaeo.2018.10.015,NHMUK,2018-10-27
10.1016/j.palaeo.2018.10.015,natural history museum london,2018-10-27
10.1016/j.palaeo.2018.11.020,NHMUK,2018-11-27
10.1016/j.palaeo.2018.11.020,natural history museum london,2018-11-27
10.1016/j.palaeo.2019.01.020,natural history museum london,2019-01-19
10.1016/j.palaeo.2019.01.020,NHMUK,2019-01-19
10.1016/j.palwor.2018.12.005,natural history museum london,2019-01-12
10.1016/j.parint.2018.09.003,NHMUK,2018-09-25
10.1016/j.parint.2018.09.003,natural history museum london,2018-09-25
10.1016/j.pbi.2018.12.001,natural history museum london,2018-12-22
10.1016/j.pbi.2018.12.001,NHMUK,2018-12-22
10.1016/j.pgeola.2018.03.006,natural history museum london,2018-11-24
10.1016/j.pgeola.2018.09.001,BM(NH),2018-10-13
10.1016/j.pgeola.2018.09.001,NHMUK,2018-10-13
10.1016/j.pgeola.2018.09.001,natural history museum london,2018-10-13
10.1016/j.pgeola.2018.10.003,natural history museum london,2019-01-15
10.1016/j.pgeola.2018.10.007,natural history museum london,2018-12-08
10.1016/j.protis.2018.09.003,NHMUK,2018-10-09
10.1016/j.pss.2018.06.018,natural history museum london,2018-07-03
10.1016/j.quascirev.2018.06.029,NHMUK,2018-07-21
10.1016/j.quascirev.2019.01.008,natural history museum london,2019-01-22
10.1016/j.rbe.2018.09.001,natural history museum london,2018-10-02
10.1016/j.rbe.2018.09.001,BMNH,2018-10-02
10.1016/j.rbe.2018.10.001,10.5519/,2018-10-13
10.1016/j.rbe.2018.11.002,BMNH,2018-11-27
10.1016/j.rbe.2018.11.002,natural history museum london,2018-11-27
10.1016/j.rbe.2018.11.004,natural history museum london,2018-12-15
10.1016/j.rbe.2018.11.006,natural history museum london,2018-12-22
10.1016/j.rbe.2018.12.002,NHMUK,2019-01-05
